t,p1_1,p1_2,p1_3,p1_4,p1_5,p2_1,p2_2,p2_3,p2_4,p2_5,q1_1,q1_2,q1_3,q1_4,q1_5,q2_1,q2_2,q2_3,q2_4,q2_5
0.400801603206413,1,2.39417971657545,2.58150678992106,2.7162274015899,2.85094801325873,0,0,0,0,0,1,2.39417971657545,2.58150678992106,2.7162274015899,2.85094801325873,0,0,0,0,0
0.410821643286573,1,2.38989077207112,2.56783272150162,2.69580380352773,2.82377488555384,0,0,0,0,0,1,2.38989077207112,2.56783272150162,2.69580380352773,2.82377488555384,0,0,0,0,0
0.420841683366733,1,2.38515979333664,2.55418681544096,2.67574652061205,2.79730622578315,0,0,0,0,0,1,2.38515979333664,2.55418681544096,2.67574652061205,2.79730622578315,0,0,0,0,0
0.430861723446894,1,2.38001550865216,2.54057424307591,2.65604378265727,2.77151332223863,0,0,0,0,0,1,2.38001550865216,2.54057424307591,2.65604378265727,2.77151332223863,0,0,0,0,0
0.440881763527054,1,2.37448514105059,2.52699985070361,2.63668434321175,2.7463688357199,0,0,0,0,0,1,2.37448514105059,2.52699985070361,2.63668434321175,2.7463688357199,0,0,0,0,0
0.450901803607214,1,2.3685944843916,2.51346817652693,2.61765745397956,2.72184673143219,0,0,0,0,0,1,2.3685944843916,2.51346817652693,2.61765745397956,2.72184673143219,0,0,0,0,0
0.460921843687375,1,2.36236797561778,2.49998346674433,2.59895284051696,2.6979222142896,0,0,0,0,0,1,2.36236797561778,2.49998346674433,2.59895284051696,2.6979222142896,0,0,0,0,0
0.470941883767535,1,2.35582876338411,2.48654969082696,2.58056067914005,2.67457166745313,0,0,0,0,0,1,2.35582876338411,2.48654969082696,2.58056067914005,2.67457166745313,0,0,0,0,0
0.480961923847695,1,2.34899877324266,2.47317055602405,2.56247157498277,2.65177259394149,0,0,0,0,0,1,2.34899877324266,2.47317055602405,2.56247157498277,2.65177259394149,0,0,0,0,0
0.490981963927856,1,2.34189876955506,2.45984952113498,2.54467654114787,2.62950356116077,0,0,0,0,0,1,2.34189876955506,2.45984952113498,2.54467654114787,2.62950356116077,0,0,0,0,0
0.501002004008016,1,2.33454841429678,2.44658980958512,2.52716697889596,2.60774414820681,0,0,0,0,0,1,2.33454841429678,2.44658980958512,2.52716697889596,2.60774414820681,0,0,0,0,0
0.511022044088176,1,2.32696632290901,2.43339442184022,2.50993465882086,2.5864748958015,0,0,0,0,0,1,2.32696632290901,2.43339442184022,2.50993465882086,2.5864748958015,0,0,0,0,0
0.521042084168337,1,2.31917011734615,2.42026614719263,2.49297170296182,2.565677258731,0,0,0,0,0,1,2.31917011734615,2.42026614719263,2.49297170296182,2.565677258731,0,0,0,0,0
0.531062124248497,1,2.31117647645939,2.40720757495083,2.47627056780573,2.54533356066063,0,0,0,0,0,1,2.31117647645939,2.40720757495083,2.47627056780573,2.54533356066063,0,0,0,0,0
0.541082164328657,1,2.30300118384997,2.39422110506228,2.45982402813487,2.52542695120746,0,0,0,0,0,1,2.30300118384997,2.39422110506228,2.45982402813487,2.52542695120746,0,0,0,0,0
0.551102204408818,1,2.29465917331895,2.38130895819798,2.44362516167775,2.50594136515753,0,0,0,0,0,1,2.29465917331895,2.38130895819798,2.44362516167775,2.50594136515753,0,0,0,0,0
0.561122244488978,1,2.28616457203396,2.36847318532586,2.42766733452308,2.4868614837203,0,0,0,0,0,1,2.28616457203396,2.36847318532586,2.42766733452308,2.4868614837203,0,0,0,0,0
0.571142284569138,1,2.27753074152728,2.35571567679854,2.41194418725843,2.46817269771831,0,0,0,0,0,1,2.27753074152728,2.35571567679854,2.41194418725843,2.46817269771831,0,0,0,0,0
0.581162324649299,1,2.26877031663415,2.34303817098001,2.39644962179761,2.44986107261522,0,0,0,0,0,1,2.26877031663415,2.34303817098001,2.39644962179761,2.44986107261522,0,0,0,0,0
0.591182364729459,1,2.25989524247439,2.33044226243418,2.38117778886213,2.43191331529008,0,0,0,0,0,1,2.25989524247439,2.33044226243418,2.38117778886213,2.43191331529008,0,0,0,0,0
0.601202404809619,1,2.25091680957549,2.31792940969761,2.36612307608407,2.41431674247054,0,0,0,0,0,1,2.25091680957549,2.31792940969761,2.36612307608407,2.41431674247054,0,0,0,0,0
0.61122244488978,1,2.2418456872303,2.30550094265692,2.35128009669938,2.39705925074183,0,0,0,0,0,1,2.2418456872303,2.30550094265692,2.35128009669938,2.39705925074183,0,0,0,0,0
0.62124248496994,1,2.23269195517796,2.29315806955115,2.3366436788019,2.38012928805265,0,0,0,0,0,1,2.23269195517796,2.29315806955115,2.3366436788019,2.38012928805265,0,0,0,0,0
0.6312625250501,1,2.22346513369193,2.28090188361756,2.3222088551303,2.36351582664303,0,0,0,0,0,1,2.22346513369193,2.28090188361756,2.3222088551303,2.36351582664303,0,0,0,0,0
0.64128256513026,1,2.21417421215509,2.26873336939908,2.30797085336107,2.34720833732307,0,0,0,0,0,1,2.21417421215509,2.26873336939908,2.30797085336107,2.34720833732307,0,0,0,0,0
0.651302605210421,1,2.2048276761978,2.25665340873017,2.29392508688244,2.33119676503472,0,0,0,0,0,1,2.2048276761978,2.25665340873017,2.29392508688244,2.33119676503472,0,0,0,0,0
0.661322645290581,1,2.19543353347091,2.24466278641749,2.28006714602506,2.31547150563263,0,0,0,0,0,1,2.19543353347091,2.24466278641749,2.28006714602506,2.31547150563263,0,0,0,0,0
0.671342685370741,1,2.18599933812213,2.2327621956305,2.26639278972667,2.30002338382284,0,0,0,0,0,1,2.18599933812213,2.2327621956305,2.26639278972667,2.30002338382284,0,0,0,0,0
0.681362725450902,1,2.17653221404088,2.22095224301677,2.25289793760912,2.28484363220148,0,0,0,0,0,1,2.17653221404088,2.22095224301677,2.25289793760912,2.28484363220148,0,0,0,0,0
0.691382765531062,1,2.1670388769333,2.20923345355569,2.23957866244702,2.26992387133836,0,0,0,0,0,1,2.1670388769333,2.20923345355569,2.23957866244702,2.26992387133836,0,0,0,0,0
0.701402805611222,1,2.15752565528609,2.19760627516386,2.22643118300854,2.25525609085322,0,0,0,0,0,1,2.15752565528609,2.19760627516386,2.22643118300854,2.25525609085322,0,0,0,0,0
0.711422845691383,1,2.14799851027488,2.18607108306459,2.21345185724971,2.24083263143484,0,0,0,0,0,1,2.14799851027488,2.18607108306459,2.21345185724971,2.24083263143484,0,0,0,0,0
0.721442885771543,1,2.13846305467016,2.17462818393334,2.20063717584466,2.22664616775598,0,0,0,0,0,1,2.13846305467016,2.17462818393334,2.20063717584466,2.22664616775598,0,0,0,0,0
0.731462925851703,1,2.12892457079094,2.16327781983051,2.18798375603485,2.21268969223919,0,0,0,0,0,1,2.12892457079094,2.16327781983051,2.18798375603485,2.21268969223919,0,0,0,0,0
0.741482965931864,1,2.11938802755387,2.15202017193214,2.17548833578155,2.19895649963096,0,0,0,0,0,1,2.11938802755387,2.15202017193214,2.17548833578155,2.19895649963096,0,0,0,0,0
0.751503006012024,1,2.10985809666338,2.14085536406879,2.16314776820631,2.18544017234383,0,0,0,0,0,1,2.10985809666338,2.14085536406879,2.16314776820631,2.18544017234383,0,0,0,0,0
0.761523046092184,1,2.10033916798568,2.1297834660822,2.15095901630501,2.17213456652783,0,0,0,0,0,1,2.10033916798568,2.1297834660822,2.15095901630501,2.17213456652783,0,0,0,0,0
0.771543086172345,1,2.09083536414773,2.11880449700895,2.138919147922,2.15903379883506,0,0,0,0,0,1,2.09083536414773,2.11880449700895,2.138919147922,2.15903379883506,0,0,0,0,0
0.781563126252505,1,2.08135055439999,2.10791842809982,2.12702533097114,2.14613223384246,0,0,0,0,0,1,2.08135055439999,2.10791842809982,2.12702533097114,2.14613223384246,0,0,0,0,0
0.791583166332665,1,2.07188836777988,2.09712518568313,2.11527482889156,2.13342447209998,0,0,0,0,0,1,2.07188836777988,2.09712518568313,2.11527482889156,2.13342447209998,0,0,0,0,0
0.801603206412826,1,2.06245220561109,2.08642465387992,2.10366499632639,2.12090533877288,0,0,0,0,0,1,2.06245220561109,2.08642465387992,2.10366499632639,2.12090533877288,0,0,0,0,0
0.811623246492986,1,2.05304525337196,2.07581667717842,2.09219327501335,2.10856987284828,0,0,0,0,0,1,2.05304525337196,2.07581667717842,2.09219327501335,2.10856987284828,0,0,0,0,0
0.821643286573146,1,2.04367049196467,2.06530106287501,2.08085718987653,2.09641331687805,0,0,0,0,0,1,2.04367049196467,2.06530106287501,2.08085718987653,2.09641331687805,0,0,0,0,0
0.831663326653307,1,2.03433070841528,2.05487758338823,2.06965434530951,2.0844311072308,0,0,0,0,0,1,2.03433070841528,2.05487758338823,2.06965434530951,2.0844311072308,0,0,0,0,0
0.841683366733467,1,2.02502850603319,2.04454597845239,2.05858242164014,2.07261886482789,0,0,0,0,0,1,2.02502850603319,2.04454597845239,2.05858242164014,2.07261886482789,0,0,0,0,0
0.851703406813627,1,2.01576631405712,2.03430595719679,2.04763917176792,2.06097238633905,0,0,0,0,0,1,2.01576631405712,2.03430595719679,2.04763917176792,2.06097238633905,0,0,0,0,0
0.861723446893788,1,2.00654639681338,2.0241572001164,2.03682241796553,2.04948763581466,0,0,0,0,0,1,2.00654639681338,2.0241572001164,2.03682241796553,2.04948763581466,0,0,0,0,0
0.871743486973948,1,1.99737086241101,2.01409936093933,2.02613004883609,2.03816073673286,0,0,0,0,0,1,1.99737086241101,2.01409936093933,2.02613004883609,2.03816073673286,0,0,0,0,0
0.881763527054108,1.00999369601614,1.98824167099682,2.00413206839647,2.01556001641865,2.02698796444083,0,0,0,0,0,1.00999369601614,1.98824167099682,2.00413206839647,2.01556001641865,2.02698796444083,0,0,0,0,0
0.891783567134269,1.02975708627026,1.97926077982733,1.99435506513281,2.0052104706689,2.016065876205,0,0,0,0,0,1.02975708627026,1.97926077982733,1.99435506513281,2.0052104706689,2.016065876205,0,0,0,0,0
0.901803607214429,1.06859339735997,1.97052676558853,1.98486482417529,1.9951763717186,2.00548791926191,0,0,0,0,0,1.06859339735997,1.97052676558853,1.98486482417529,1.9951763717186,2.00548791926191,0,0,0,0,0
0.911823647294589,1.10548400148126,1.9622303272134,1.9758500461916,1.98564498313655,1.9954399200815,0,0,0,0,0,1.10548400148126,1.9622303272134,1.9758500461916,1.98564498313655,1.9954399200815,0,0,0,0,0
0.92184368737475,1.14052637894316,1.95434954206347,1.96728691039147,1.97659111903256,1.98589532767365,0,0,0,0,0,1.14052637894316,1.95434954206347,1.96728691039147,1.97659111903256,1.98589532767365,0,0,0,0,0
0.93186372745491,1.1738131262717,1.94686358582887,1.95915278941098,1.96799085533458,1.97682892125818,0,0,0,0,0,1.1738131262717,1.94686358582887,1.95915278941098,1.96799085533458,1.97682892125818,0,0,0,0,0
0.94188376753507,1.20543220088839,1.93975267750182,1.95142618952169,1.95982146657136,1.96821674362104,0,0,0,0,0,1.20543220088839,1.93975267750182,1.95142618952169,1.95982146657136,1.96821674362104,0,0,0,0,0
0.95190380761523,1.2354671535303,1.93299802710698,1.94408669383528,1.95206136582234,1.96003603780941,0,0,0,0,0,1.2354671535303,1.93299802710698,1.94408669383528,1.95206136582234,1.96003603780941,0,0,0,0,0
0.961923847695391,1.26399734902582,1.92658178605056,1.93711490835359,1.94469004767597,1.95226518699836,0,0,0,0,0,1.26399734902582,1.92658178605056,1.93711490835359,1.94469004767597,1.95226518699836,0,0,0,0,0
0.971943887775551,1.29109817600954,1.92048699995689,1.93049241072169,1.93768803404596,1.94488365737023,0,0,0,0,0,1.29109817600954,1.92048699995689,1.93049241072169,1.93768803404596,1.94488365737023,0,0,0,0,0
0.981963927855711,1.31684124613035,1.91469756386791,1.9242017015483,1.93103682270202,1.93787194385573,0,0,0,0,0,1.31684124613035,1.91469756386791,1.9242017015483,1.93103682270202,1.93787194385573,0,0,0,0,0
0.991983967935872,1.34129458327917,1.90919817968719,1.91822615816517,1.92471883837931,1.93121151859346,0,0,0,0,0,1.34129458327917,1.90919817968719,1.91822615816517,1.92471883837931,1.93121151859346,0,0,0,0,0
1.00200400801603,1.36452280333637,1.90397431575601,1.91254999070303,1.91871738633731,1.92488478197159,0,0,0,0,0,1.36452280333637,1.90397431575601,1.91254999070303,1.91871738633731,1.92488478197159,0,0,0,0,0
1.01202404809619,1.38658728491375,1.89901216845465,1.90715820036825,1.9130166082453,1.91887501612235,0,0,0,0,0,1.38658728491375,1.89901216845465,1.90715820036825,1.9130166082453,1.91887501612235,0,0,0,0,0
1.02204408817635,1.40754633154236,1.89429862572751,1.90203653980976,1.90760144027814,1.91316634074653,0,0,0,0,0,1.40754633154236,1.89429862572751,1.90203653980976,1.90760144027814,1.91316634074653,0,0,0,0,0
1.03206412825651,1.42745532573467,1.88982123243559,1.89717147547164,1.90245757331135,1.90774367115105,0,0,0,0,0,1.42745532573467,1.88982123243559,1.89717147547164,1.90245757331135,1.90774367115105,0,0,0,0,0
1.04208416833667,1.44636687532817,1.88556815744488,1.89255015183182,1.89757141511042,1.90259267838902,0,0,0,0,0,1.44636687532817,1.88556815744488,1.89255015183182,1.89757141511042,1.90259267838902,0,0,0,0,0
1.05210420841683,1.46433095249714,1.88152816236351,1.88816035743248,1.89293005441455,1.89769975139663,0,0,0,0,0,1.46433095249714,1.88152816236351,1.88816035743248,1.89293005441455,1.89769975139663,0,0,0,0,0
1.06212424849699,1.48139502579993,1.87769057184534,1.88399049261225,1.88852122681968,1.8930519610271,0,0,0,0,0,1.48139502579993,1.87769057184534,1.88399049261225,1.88852122681968,1.8930519610271,0,0,0,0,0
1.07214428857715,1.4976041856106,1.87404524538119,1.88002953885517,1.88433328237084,1.88863702588651,0,0,0,0,0,1.4976041856106,1.87404524538119,1.88002953885517,1.88433328237084,1.88863702588651,0,0,0,0,0
1.08216432865731,1.51300126326642,1.87058255050342,1.87626702967509,1.88035515477815,1.88444327988121,0,0,0,0,0,1.51300126326642,1.87058255050342,1.87626702967509,1.88035515477815,1.88444327988121,0,0,0,0,0
1.09218436873748,1.52762694424611,1.86729333733295,1.87269302295895,1.87657633217508,1.88045964139122,0,0,0,0,0,1.52762694424611,1.86729333733295,1.87269302295895,1.87657633217508,1.88045964139122,0,0,0,0,0
1.10220440881764,1.54151987567771,1.86416891440148,1.86929807469552,1.8729868293417,1.87667558398789,0,0,0,0,0,1.54151987567771,1.86416891440148,1.86929807469552,1.8729868293417,1.87667558398789,0,0,0,0,0
1.1122244488978,1.55471676846043,1.86120102568502,1.86607321402044,1.86957716131962,1.8730811086188,0,0,0,0,0,1.55471676846043,1.86120102568502,1.86607321402044,1.86957716131962,1.8730811086188,0,0,0,0,0
1.12224448897796,1.56725249427007,1.85838182878802,1.86300991951144,1.86633831834874,1.86966671718604,0,0,0,0,0,1.56725249427007,1.85838182878802,1.86300991951144,1.86633831834874,1.86966671718604,0,0,0,0,0
1.13226452905812,1.57916017770448,1.85570387422052,1.86010009667123,1.86326174205977,1.8664233874483,0,0,0,0,0,1.57916017770448,1.85570387422052,1.86010009667123,1.86326174205977,1.8664233874483,0,0,0,0,0
1.14228456913828,1.59047128381251,1.85316008571353,1.85733605653845,1.86033930285942,1.8633425491804,0,0,0,0,0,1.59047128381251,1.85316008571353,1.85733605653845,1.86033930285942,1.8633425491804,0,0,0,0,0
1.15230460921844,1.60121570123778,1.85074374152051,1.85471049537023,1.85756327844867,1.86041606152711,0,0,0,0,0,1.60121570123778,1.85074374152051,1.85471049537023,1.85756327844867,1.86041606152711,0,0,0,0,0
1.1623246492986,1.61142182119685,1.8484484566558,1.85221647534271,1.85492633341722,1.85763619149173,0,0,0,0,0,1.61142182119685,1.8484484566558,1.85221647534271,1.85492633341722,1.85763619149173,0,0,0,0,0
1.17234468937876,1.62111661250066,1.84626816602278,1.84984740621837,1.85242149986029,1.85499559350221,0,0,0,0,0,1.62111661250066,1.84626816602278,1.84984740621837,1.85242149986029,1.85499559350221,0,0,0,0,0
1.18236472945892,1.63032569281731,1.84419710838742,1.84759702793192,1.85004215896653,1.85248729000114,0,0,0,0,0,1.63032569281731,1.84419710838742,1.84759702793192,1.85004215896653,1.85248729000114,0,0,0,0,0
1.19238476953908,1.63907339636458,1.84222981115462,1.8454593940486,1.84778202352837,1.85010465300814,0,0,0,0,0,1.63907339636458,1.84222981115462,1.8454593940486,1.84778202352837,1.85010465300814,0,0,0,0,0
1.20240480961924,1.64738283821108,1.84036107590744,1.84342885605122,1.84563512132859,1.84784138660597,0,0,0,0,0,1.64738283821108,1.84036107590744,1.84342885605122,1.84563512132859,1.84784138660597,0,0,0,0,0
1.2124248496994,1.65527597535586,1.83858596467064,1.84150004841443,1.84359577935927,1.84569151030411,0,0,0,0,0,1.65527597535586,1.83858596467064,1.84150004841443,1.84359577935927,1.84569151030411,0,0,0,0,0
1.22244488977956,1.6627736647479,1.83689978686253,1.83966787442677,1.84165860883129,1.84364934323581,0,0,0,0,0,1.6627736647479,1.83689978686253,1.83966787442677,1.84165860883129,1.84364934323581,0,0,0,0,0
1.23246492985972,1.66989571839885,1.83529808690053,1.83792749272307,1.83981849093498,1.84170948914689,0,0,0,0,0,1.66989571839885,1.83529808690053,1.83792749272307,1.83981849093498,1.84170948914689,0,0,0,0,0
1.24248496993988,1.67666095573462,1.8337766324276,1.8362743044915,1.83807056331403,1.83986682213656,0,0,0,0,0,1.67666095573462,1.8337766324276,1.8362743044915,1.83807056331403,1.83986682213656,0,0,0,0,0
1.25250501002004,1.68308725332411,1.83233140312866,1.83470394132162,1.83641020721718,1.83811647311273,0,0,0,0,0,1.68308725332411,1.83233140312866,1.83470394132162,1.83641020721718,1.83811647311273,0,0,0,0,0
1.2625250501002,1.68919159211653,1.83095858010723,1.83321225366127,1.83483303529351,1.83645381692576,0,0,0,0,0,1.68919159211653,1.83095858010723,1.83321225366127,1.83483303529351,1.83645381692576,0,0,0,0,0
1.27254509018036,1.69499010231214,1.82965453579428,1.83179529985163,1.83333487999929,1.83487446014696,0,0,0,0,0,1.69499010231214,1.82965453579428,1.83179529985163,1.83333487999929,1.83487446014696,0,0,0,0,0
1.28256513026052,1.70049810598492,1.82841582436275,1.83044933571181,1.83191178258554,1.83337422945928,0,0,0,0,0,1.70049810598492,1.82841582436275,1.83044933571181,1.83191178258554,1.83337422945928,0,0,0,0,0
1.29258517034068,1.70573015756989,1.82723917262217,1.82917080464513,1.83055998263741,1.8319491606297,0,0,0,0,0,1.70573015756989,1.82723917262217,1.82917080464513,1.83055998263741,1.8319491606297,0,0,0,0,0
1.30260521042084,1.71070008232194,1.8261214713696,1.82795632824111,1.82927590813759,1.83059548803407,0,0,0,0,0,1.71070008232194,1.8261214713696,1.82795632824111,1.82927590813759,1.83059548803407,0,0,0,0,0
1.312625250501,1.71542101284794,1.82505976717378,1.82680269734831,1.82805616602753,1.82930963470675,0,0,0,0,0,1.71542101284794,1.82505976717378,1.82680269734831,1.82805616602753,1.82930963470675,0,0,0,0,0
1.32264529058116,1.71990542380851,1.82405125457092,1.82570686359443,1.82689753324162,1.82808820288882,0,0,0,0,0,1.71990542380851,1.82405125457092,1.82570686359443,1.82689753324162,1.82808820288882,0,0,0,0,0
1.33266533066132,1.72416516488127,1.82309326865158,1.82466593133122,1.82579694819048,1.82692796504975,0,0,0,0,0,1.72416516488127,1.82309326865158,1.82466593133122,1.82579694819048,1.82692796504975,0,0,0,0,0
1.34268537074148,1.72821149207263,1.82218327801878,1.82367714998301,1.82475150267096,1.82582585535892,0,0,0,0,0,1.72821149207263,1.82218327801878,1.82367714998301,1.82475150267096,1.82582585535892,0,0,0,0,0
1.35270541082164,1.73205509746082,1.82131887809904,1.82273790677849,1.82375843418148,1.82477896158447,0,0,0,0,0,1.73205509746082,1.82131887809904,1.82273790677849,1.82375843418148,1.82477896158447,0,0,0,0,0
1.3627254509018,1.7357061374488,1.82049778478851,1.82184571984675,1.82281511862233,1.82378451739791,0,0,0,0,0,1.7357061374488,1.82049778478851,1.82184571984675,1.82281511862233,1.82378451739791,0,0,0,0,0
1.37274549098196,1.73917425960171,1.81971782841739,1.82099823165908,1.82191906336174,1.82283989506439,0,0,0,0,0,1.73917425960171,1.81971782841739,1.82099823165908,1.82191906336174,1.82283989506439,0,0,0,0,0
